trainer/global_step,_step,_runtime,epoch,val_accuracy,_timestamp,val_loss,val_nll,nll_epoch,loss_epoch,nll_step,loss_step,test_accuracy,test_nll
879,60,115.52415418624878,21,,1716307923.7266111,,,0.5807680487632751,1.1458020210266113,,,,
899,61,117.93305349349976,22,,1716307926.1355104,,,,,0.4785219728946686,1.0588213205337524,,
919,62,120.666752576828,22,0.690500020980835,1716307928.8692095,0.7579795718193054,0.20285345613956451,,,,,,
919,63,120.66986012458801,22,,1716307928.872317,,,0.3160530924797058,0.8750879168510437,,,,
949,64,124.0226526260376,23,,1716307932.2251096,,,,,0.008105902001261711,0.541374921798706,,
959,65,125.73562717437744,23,0.6974999904632568,1716307933.9380841,0.5644559860229492,0.01654084399342537,,,,,,
959,66,125.73874545097351,23,,1716307933.9412024,,,0.07834961265325546,0.6333770155906677,,,,
999,67,130.1853322982788,24,,1716307938.3877892,,,,,-1.132866621017456,-0.29673248529434204,,
999,68,130.94799065589905,24,0.6880000233650208,1716307939.1504476,0.4275854825973511,-0.12220064550638199,,,,,,
999,69,130.95119404792786,24,,1716307939.153651,,,-0.16696681082248688,0.38821080327033997,,,,
1039,70,136.10329127311707,25,0.7020000219345093,1716307944.3057482,0.052127305418252945,-0.48284173011779785,,,,,,
1039,71,136.10620045661926,25,,1716307944.3086574,,,-0.34616437554359436,0.2131340503692627,,,,
1049,72,137.5054383277893,26,,1716307945.7078953,,,,,-0.4773445129394531,0.03877514600753784,,
1079,73,141.2385995388031,26,0.6779999732971191,1716307949.4410565,-0.1148822158575058,-0.6664105653762817,,,,,,
1079,74,141.241596698761,26,,1716307949.4440536,,,-0.6282634139060974,-0.07254850119352341,,,,
1099,75,143.69501280784607,27,,1716307951.8974698,,,,,-1.100254774093628,-0.5353342294692993,,
1119,76,146.44442534446716,27,0.6779999732971191,1716307954.6468823,-0.3925305902957916,-0.9681541919708252,,,,,,
1119,77,146.4473729133606,27,,1716307954.6498299,,,-0.8302736282348633,-0.2673886716365814,,,,
1149,78,149.78709506988525,28,,1716307957.989552,,,,,-0.6631735563278198,-0.14495247602462769,,
1159,79,151.52646493911743,28,0.6729999780654907,1716307959.728922,-0.6567817330360413,-1.2099921703338623,,,,,,
1159,80,151.52937269210815,28,,1716307959.7318296,,,-1.0385488271713257,-0.4759346544742584,,,,
1199,81,155.79395031929016,29,,1716307963.9964073,,,,,-1.449966311454773,-0.9705251455307007,,
1199,82,156.5121877193451,29,0.6919999718666077,1716307964.7146447,-0.9050782322883606,-1.4492167234420776,,,,,,
1199,83,156.51537322998047,29,,1716307964.7178302,,,-1.2858624458312988,-0.7263027429580688,,,,
1239,84,161.74244284629822,30,0.6840000152587891,1716307969.9448998,-0.9677543044090271,-1.5235490798950195,,,,,,
1239,85,161.74529576301575,30,,1716307969.9477527,,,-1.4983806610107422,-0.9340873956680298,,,,
1249,86,163.18306303024292,31,,1716307971.38552,,,,,-1.3267793655395508,-0.7654591798782349,,
1279,87,166.90962719917297,31,0.6769999861717224,1716307975.1120842,-1.5105606317520142,-2.069505214691162,,,,,,
1279,88,166.91252183914185,31,,1716307975.1149788,,,-1.6250512599945068,-1.0633031129837036,,,,
1299,89,169.15881776809692,32,,1716307977.3612747,,,,,-1.5232837200164795,-0.9462531805038452,,
1319,90,171.73650312423706,32,0.6899999976158142,1716307979.93896,-1.3642433881759644,-1.9128299951553345,,,,,,
1319,91,171.7393147945404,32,,1716307979.9417717,,,-1.840437889099121,-1.2712119817733765,,,,
1349,92,175.16554808616638,33,,1716307983.368005,,,,,-1.5622715950012207,-1.0389032363891602,,
1359,93,176.8519368171692,33,0.6815000176429749,1716307985.0543938,-1.3868730068206787,-1.9509679079055786,,,,,,
1359,94,176.85497164726257,33,,1716307985.0574286,,,-2.0135300159454346,-1.4441697597503662,,,,
1399,95,181.1050956249237,34,,1716307989.3075526,,,,,-3.088320732116699,-2.6556100845336914,,
1399,96,181.82807660102844,34,0.684499979019165,1716307990.0305336,-1.3763967752456665,-1.9517077207565308,,,,,,
1399,97,181.83107781410217,34,,1716307990.0335348,,,-2.0430033206939697,-1.468785047531128,,,,
1439,98,187.0109841823578,35,0.6690000295639038,1716307995.2134411,-1.6531199216842651,-2.259138345718384,,,,,,
1439,99,187.01388549804688,35,,1716307995.2163424,,,-2.321307420730591,-1.7435003519058228,,,,
1449,100,188.45190382003784,36,,1716307996.6543608,,,,,-2.256054401397705,-1.7034986019134521,,
1479,101,192.19281125068665,36,0.6815000176429749,1716308000.3952682,-1.8641029596328735,-2.4489502906799316,,,,,,
1479,102,192.195946931839,36,,1716308000.398404,,,-2.43039870262146,-1.8509888648986816,,,,
1499,103,194.55900502204895,37,,1716308002.761462,,,,,-2.3288075923919678,-1.7029263973236084,,
1519,104,197.20515298843384,37,0.6784999966621399,1716308005.40761,-2.2153749465942383,-2.7878243923187256,,,,,,
1519,105,197.20812702178955,37,,1716308005.410584,,,-2.531390905380249,-1.9520666599273682,,,,
1549,106,200.5850760936737,38,,1716308008.787533,,,,,-3.3427538871765137,-2.7836248874664307,,
1559,107,202.2634904384613,38,0.6759999990463257,1716308010.4659474,-1.9700466394424438,-2.5553040504455566,,,,,,
1559,108,202.26640391349792,38,,1716308010.4688609,,,-2.6380512714385986,-2.0575969219207764,,,,
1599,109,206.7036747932434,39,,1716308014.9061317,,,,,-1.478149652481079,-1.0032850503921509,,
1599,110,207.42031860351562,39,0.6765000224113464,1716308015.6227756,-2.2964558601379395,-2.8668761253356934,,,,,,
1599,111,207.42347240447998,39,,1716308015.6259294,,,-2.8557422161102295,-2.2761247158050537,,,,
1639,112,212.5877401828766,40,0.6899999976158142,1716308020.7901971,-2.357085704803467,-2.942507266998291,,,,,,
1639,113,212.5907301902771,40,,1716308020.7931871,,,-2.968883514404297,-2.3901450634002686,,,,
1649,114,213.9321117401123,41,,1716308022.1345687,,,,,-2.4912209510803223,-1.8917409181594849,,
1679,115,217.44403743743896,41,0.6625000238418579,1716308025.6464944,-2.469468832015991,-3.078368663787842,,,,,,
1679,116,217.44699001312256,41,,1716308025.649447,,,-3.042020797729492,-2.4539988040924072,,,,
1699,117,219.90491890907288,42,,1716308028.1073759,,,,,-3.360689878463745,-2.7726097106933594,,
1719,118,222.5362684726715,42,0.6859999895095825,1716308030.7387254,-2.5476348400115967,-3.1313436031341553,,,,,,
1719,119,222.53920531272888,42,,1716308030.7416623,,,-3.014261245727539,-2.43103289604187,,,,
1749,120,225.96721768379211,43,,1716308034.1696746,,,,,-2.6763548851013184,-2.140564203262329,,
1759,121,227.77717757225037,43,0.6710000038146973,1716308035.9796345,-2.493709087371826,-3.0752921104431152,,,,,,
1759,122,227.77997946739197,43,,1716308035.9824364,,,-3.140918493270874,-2.5617356300354004,,,,
1799,123,232.20253586769104,44,,1716308040.4049928,,,,,-2.785940408706665,-2.3022871017456055,,
1799,124,232.9213206768036,44,0.6809999942779541,1716308041.1237776,-2.7028472423553467,-3.3002188205718994,,,,,,
1799,125,232.92425155639648,44,,1716308041.1267085,,,-3.3549866676330566,-2.767524003982544,,,,
1839,126,238.0532488822937,45,0.6675000190734863,1716308046.2557058,-2.806823492050171,-3.3997862339019775,,,,,,
1839,127,238.05641722679138,45,,1716308046.2588742,,,-3.4576895236968994,-2.858816146850586,,,,
1849,128,239.48728442192078,46,,1716308047.6897414,,,,,-3.6295700073242188,-3.0476632118225098,,
1879,129,243.3162181377411,46,0.6504999995231628,1716308051.518675,-3.1035664081573486,-3.729933977127075,,,,,,
1879,130,243.31915473937988,46,,1716308051.5216117,,,-3.541175365447998,-2.9407505989074707,,,,
1899,131,245.70085954666138,47,,1716308053.9033165,,,,,-3.6604347229003906,-3.0423645973205566,,
1919,132,248.42524099349976,47,0.6700000166893005,1716308056.627698,-2.7909557819366455,-3.4010636806488037,,,,,,
1919,133,248.42825865745544,47,,1716308056.6307156,,,-3.622762441635132,-3.0173745155334473,,,,
1949,134,251.8194134235382,48,,1716308060.0218704,,,,,-3.8400659561157227,-3.260181427001953,,
1959,135,253.52762651443481,48,0.675000011920929,1716308061.7300835,-3.0968539714813232,-3.701925277709961,,,,,,
1959,136,253.53040885925293,48,,1716308061.7328658,,,-3.5584230422973633,-2.9656383991241455,,,,
1999,137,257.90855598449707,49,,1716308066.111013,,,,,-6.806041717529297,-6.265892028808594,,
1999,138,258.6437449455261,49,0.6675000190734863,1716308066.846202,-3.356940984725952,-3.963447093963623,,,,,,
1999,139,258.64688301086426,49,,1716308066.84934,,,-3.7536637783050537,-3.1465015411376953,,,,
2039,140,263.8367052078247,50,0.6675000190734863,1716308072.0391622,-3.5768625736236572,-4.200140953063965,,,,,,
2039,141,263.8396883010864,50,,1716308072.0421453,,,-3.891080856323242,-3.293132781982422,,,,
2049,142,265.2109749317169,51,,1716308073.413432,,,,,-4.324609756469727,-3.7303314208984375,,
2079,143,268.88493275642395,51,0.6420000195503235,1716308077.0873897,-3.5377817153930664,-4.185728073120117,,,,,,
2079,144,268.8879745006561,51,,1716308077.0904315,,,-3.9239726066589355,-3.322282314300537,,,,
2099,145,271.21341490745544,52,,1716308079.4158719,,,,,-3.8829922676086426,-3.2358298301696777,,
2119,146,273.87055587768555,52,0.656499981880188,1716308082.0730128,-3.379922866821289,-3.991809129714966,,,,,,
2119,147,273.8734095096588,52,,1716308082.0758665,,,-4.007178783416748,-3.4042327404022217,,,,
2149,148,277.3229491710663,53,,1716308085.5254061,,,,,-5.442317962646484,-4.922809600830078,,
2159,149,279.0521273612976,53,0.6664999723434448,1716308087.2545843,-3.3333022594451904,-3.9399290084838867,,,,,,
2159,150,279.0551278591156,53,,1716308087.2575848,,,-4.004994869232178,-3.4028093814849854,,,,
2199,151,283.30510425567627,54,,1716308091.5075612,,,,,-4.030479431152344,-3.625034809112549,,
2199,152,283.98250794410706,54,0.6679999828338623,1716308092.184965,-3.598550319671631,-4.216617107391357,,,,,,
2199,153,283.98564076423645,54,,1716308092.1880977,,,-4.008058547973633,-3.3933730125427246,,,,
2239,154,289.1105661392212,55,0.6585000157356262,1716308097.313023,-3.4902470111846924,-4.093269348144531,,,,,,
2239,155,289.11342549324036,55,,1716308097.3158824,,,-4.147975444793701,-3.5299153327941895,,,,
2249,156,290.5205044746399,56,,1716308098.7229614,,,,,-4.19666862487793,-3.636927366256714,,
2279,157,294.2975561618805,56,0.6620000004768372,1716308102.500013,-3.675780773162842,-4.306502819061279,,,,,,
2279,158,294.3004820346832,56,,1716308102.502939,,,-4.187742710113525,-3.5849156379699707,,,,
2299,159,296.6570415496826,57,,1716308104.8594985,,,,,-3.6878035068511963,-3.053603410720825,,
2319,160,299.30472350120544,57,0.6549999713897705,1716308107.5071805,-3.707566976547241,-4.36857795715332,,,,,,
2319,161,299.3076341152191,57,,1716308107.510091,,,-4.328249931335449,-3.721665143966675,,,,
2349,162,302.7350916862488,58,,1716308110.9375486,,,,,-5.116419792175293,-4.558037757873535,,
2359,163,304.41037821769714,58,0.6629999876022339,1716308112.6128352,-4.0477399826049805,-4.682122230529785,,,,,,
2359,164,304.4133331775665,58,,1716308112.6157901,,,-4.5229620933532715,-3.9040274620056152,,,,
2399,165,308.8612802028656,59,,1716308117.0637372,,,,,-3.9542417526245117,-3.589707851409912,,
2399,166,309.58373188972473,59,0.6480000019073486,1716308117.7861888,-3.8047232627868652,-4.437256813049316,,,,,,
2399,167,309.58651661872864,59,,1716308117.7889736,,,-4.361659526824951,-3.742526054382324,,,,
2439,168,314.612783908844,60,0.6629999876022339,1716308122.8152409,-3.9388017654418945,-4.56650447845459,,,,,,
2439,169,314.6156179904938,60,,1716308122.818075,,,-4.577575206756592,-3.958798408508301,,,,
2449,170,316.0371572971344,61,,1716308124.2396142,,,,,-4.432263374328613,-3.8526272773742676,,
2479,171,319.7051999568939,61,0.6679999828338623,1716308127.907657,-4.018921375274658,-4.651265621185303,,,,,,
2479,172,319.70802903175354,61,,1716308127.910486,,,-4.589950084686279,-3.9773483276367188,,,,
2499,173,322.08924984931946,62,,1716308130.2917068,,,,,-4.250760078430176,-3.6133594512939453,,
2519,174,324.83107256889343,62,0.6664999723434448,1716308133.0335295,-4.283143043518066,-4.910162925720215,,,,,,
2519,175,324.83405470848083,62,,1716308133.0365117,,,-4.452437877655029,-3.8255398273468018,,,,
2549,176,328.2627320289612,63,,1716308136.465189,,,,,-4.938539981842041,-4.330012798309326,,
2559,177,329.9990928173065,63,0.6694999933242798,1716308138.2015498,-4.209300994873047,-4.836577415466309,,,,,,
2559,178,330.00190806388855,63,,1716308138.204365,,,-4.723957538604736,-4.109006881713867,,,,
2599,179,334.43855714797974,64,,1716308142.641014,,,,,-4.845105171203613,-4.435496807098389,,
2599,180,335.1610507965088,64,0.6504999995231628,1716308143.3635077,-4.198910236358643,-4.843911170959473,,,,,,
2599,181,335.16418623924255,64,,1716308143.3666432,,,-4.843993186950684,-4.219551086425781,,,,
2639,182,340.198157787323,65,0.6589999794960022,1716308148.4006147,-4.0426716804504395,-4.678159236907959,,,,,,
2639,183,340.2012324333191,65,,1716308148.4036894,,,-4.722633361816406,-4.093463897705078,,,,
2649,184,341.5874102115631,66,,1716308149.7898672,,,,,-5.7193193435668945,-5.106681823730469,,
2679,185,345.3030014038086,66,0.6650000214576721,1716308153.5054584,-4.089965343475342,-4.725556373596191,,,,,,
2679,186,345.30612087249756,66,,1716308153.5085778,,,-4.942909240722656,-4.326322555541992,,,,
2699,187,347.76990509033203,67,,1716308155.972362,,,,,-4.752859592437744,-4.182042598724365,,
2719,188,350.5687372684479,67,0.6489999890327454,1716308158.7711942,-4.1809163093566895,-4.823102951049805,,,,,,
2719,189,350.5718457698822,67,,1716308158.7743027,,,-5.053500652313232,-4.426330089569092,,,,
2720,190,358.0253429412842,68,,1716308166.2278,,,,,,,0.6442000269889832,-5.144909858703613
