trainer/global_step,_step,_runtime,epoch,val_accuracy,_timestamp,val_loss,val_nll,nll_epoch,loss_epoch,nll_step,loss_step,test_accuracy,test_nll
39,0,7.653268098831177,0,0.5419999957084656,1716308685.490159,5.3357977867126465,4.647101879119873,,,,,,
39,1,7.656246185302734,0,,1716308685.4931371,,,4.690739154815674,5.384219169616699,,,,
49,2,9.12389087677002,1,,1716308686.9607818,,,,,4.921259880065918,5.615659713745117,,
79,3,12.994148969650269,1,0.5370000004768372,1716308690.83104,5.296611309051514,4.607875347137451,,,,,,
79,4,12.997156381607056,1,,1716308690.8340473,,,4.449674129486084,5.142246723175049,,,,
99,5,15.486285924911499,2,,1716308693.3231769,,,,,4.215823173522949,4.90703010559082,,
119,6,18.26778531074524,2,0.5419999957084656,1716308696.1046762,5.0211100578308105,4.332337856292725,,,,,,
119,7,18.27078604698181,2,,1716308696.107677,,,4.407730579376221,5.099704265594482,,,,
149,8,21.89094066619873,3,,1716308699.7278316,,,,,4.1879963874816895,4.879432678222656,,
159,9,23.63454246520996,3,0.534500002861023,1716308701.4714334,4.867700099945068,4.180597305297852,,,,,,
159,10,23.637529134750366,3,,1716308701.47442,,,4.229475975036621,4.920124053955078,,,,
199,11,28.109381675720215,4,,1716308705.9462726,,,,,3.5252342224121094,4.198558330535889,,
199,12,28.907270193099976,4,0.5339999794960022,1716308706.7441611,4.737703800201416,4.050480365753174,,,,,,
199,13,28.91025424003601,4,,1716308706.7471452,,,4.062103271484375,4.751938343048096,,,,
239,14,34.244365215301514,5,0.5379999876022339,1716308712.0812562,4.618473529815674,3.932441234588623,,,,,,
239,15,34.24755096435547,5,,1716308712.084442,,,3.95563006401062,4.644298076629639,,,,
249,16,35.714770555496216,6,,1716308713.5516615,,,,,3.971311330795288,4.659261703491211,,
279,17,39.51839208602905,6,0.5354999899864197,1716308717.355283,4.181067943572998,3.497600793838501,,,,,,
279,18,39.521384954452515,6,,1716308717.358276,,,3.7313010692596436,4.418372631072998,,,,
299,19,42.060500144958496,7,,1716308719.897391,,,,,3.780478000640869,4.466945171356201,,
319,20,44.89316248893738,7,0.5529999732971191,1716308722.7300534,4.136857509613037,3.454237461090088,,,,,,
319,21,44.89611601829529,7,,1716308722.733007,,,3.5547399520874023,4.2403669357299805,,,,
349,22,48.46405529975891,8,,1716308726.3009462,,,,,3.466705322265625,4.149716377258301,,
359,23,50.26342964172363,8,0.559499979019165,1716308728.1003206,4.015039920806885,3.334451913833618,,,,,,
359,24,50.2664794921875,8,,1716308728.1033704,,,3.410839796066284,4.093906402587891,,,,
399,25,54.90617561340332,9,,1716308732.7430665,,,,,4.1707353591918945,4.853570461273193,,
399,26,55.68348503112793,9,0.5975000262260437,1716308733.520376,3.860577344894409,3.181576728820801,,,,,,
399,27,55.68648815155029,9,,1716308733.523379,,,3.1857311725616455,3.8663179874420166,,,,
439,28,60.82044196128845,10,0.6539999842643738,1716308738.657333,3.647627592086792,2.9737324714660645,,,,,,
439,29,60.823450326919556,10,,1716308738.6603413,,,3.0002706050872803,3.677280902862549,,,,
449,30,62.247127532958984,11,,1716308740.0840185,,,,,2.707840919494629,3.3824267387390137,,
479,31,65.96458911895752,11,0.6955000162124634,1716308743.80148,3.492920398712158,2.8247876167297363,,,,,,
479,32,65.96765732765198,11,,1716308743.8045483,,,2.8772568702697754,3.5498085021972656,,,,
499,33,68.45620203018188,12,,1716308746.293093,,,,,2.6503117084503174,3.3214244842529297,,
519,34,71.17852640151978,12,0.7070000171661377,1716308749.0154173,3.341121196746826,2.6802539825439453,,,,,,
